,index,questionText,re_diagnosis,topics,clean_answer_text
631,1093,I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,Mood Disorders,"Intimacy,Relationships","You are not a pedophile. You are both under 18 and your age is appropriate for a relationship. There would be a possible problem if she was 10 or younger. Pedophelia, is a whole other problem that you probably should not be worried about. I would be happy to talk with you in more detail about this."
632,1095,Does counseling really do anything that can help people?,Anxiety Disorders,Counseling Fundamentals ,Counseling can go a long way in improving your mental health. Counseling helps you to get new perspective on your life and problems.Talking about your problems with a counselor gives them substances and something to get a handle on. Talking about your problems gives you a chance look at your situation from a new angle to help solve your problems.The counselor is a neutral listener that can help give direction and answers to your needs.Counseling can help you solve your problems but also can set up a plan for the future. Counseling can help you to deal with things before they get out of hand.Give counseling a try.
633,1097,"Every time I send a message to someone or a group message on Instagram, iMessage, or snapchat people will read my messages but then they won't answer me. 

Could it be that there is something they don't like about me? I don't understand why they won't answer my messages. How do I get people to respond to me?",Anxiety Disorders,Social Relationships,"I'm sorry that you are having a difficult time.I wonder about how your friendships are in person. If you get along well with people and have effective conversations with them face-to-face, there could be some kind of technology-related problem.Have you tried gently talking to people about how you send a message and they didn't answer? If you can phrase it in such a way that they recognize that you are asking for information and not blaming them for not answering you, that could be effective.I'd also encourage you to consider how much this is bothering you. If it is causing a significant amount of anxiety (say, more than 5/10 if 10 is really anxious), I would suggest talking with a local therapist.In the meantime, consider talking about this with someone you trust to whom you can get more details to get a more specific answer."
634,1102,"My mother takes care of niece whom my sister abandoned. She calls me every day complaining, but I don't want to hear it anymore.",Stress-Related Disorders,"Family Conflict,Stress","Buy the book ""Boundaries: Where You End and I Begin."" Read it. Apply it.Seriously, I'm not joking. You're not wrong to ""not want to hear it anymore"" but if you don't maintain healthy boundaries, you will allow your family to make you feel guilty for ""not wanting to hear it anymore"". That's not fair to you.Give a copy to your mom, too. No, I didn't write the book nor do I have any affiliation with it - I simply recommend it because it's a wonderful book and it helped me out a lot. I recommend it to a lot of people. It should be required reading!"
635,1108,"My mother takes care of niece whom my sister abandoned. She calls me every day complaining, but I don't want to hear it anymore.",Stress-Related Disorders,"Family Conflict,Stress",I just want to understand before I answer. Who exactly is complaining?
636,1109,"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for.  Is there anything I can do to feel reconnected?",Mood Disorders,"Marriage,Relationships,Intimacy",Absolutely. Your question shows that you are going through a lot of pain and I'm sorry for that. Many couples go through this disconnect and hope to come to reconnect before things get to a breaking point. What I think can help is the following: 1.) Understand what his primary concern is2.) Understand what your primary concern is3.) What would you like to see different?4.) What would he like to see different? 5.) Be honest about your concern with him having friends (Be ready for honesty)6.) Help him understand you feel alone without him feeling guilty.7.) Let him know how committed you are to making this relationship despite the two of you drifting apart.8.) Sometimes if you just acknowledge the elephant in the room.9.) Couples/Marriage Therapy
637,1110,"Every time I send a message to someone or a group message on Instagram, iMessage, or snapchat people will read my messages but then they won't answer me. 

Could it be that there is something they don't like about me? I don't understand why they won't answer my messages. How do I get people to respond to me?",Anxiety Disorders,Social Relationships,"Sorry to hear your friends aren't responding to you. If these friends are in-person as well as online, perhaps going to them in person and asking talking to them about your concern. Perhaps it's the way you send messages or the way they are receiving them. if they say no, then a simple request to respond to your messages. Measure the result and notice if there are even small differences. Also understand, why this is so important to you. Ask yourself, why it's so important for you to receive these messages from friends. What does it mean when they don't respond."
638,1111,I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,Mood Disorders,"Intimacy,Relationships","No. You are not a pedophile. You are both under the appropriate age where it would be seen so. Your both only a year a part so this shouldn't a worry to you. Like Frank said below, Pedophelia is a problem that won't apply to this situation."
639,1113,"Cheating is something unacceptable for me but because we have two daughters I decided not to break up the family.
However, now I am struggling to forget and forgive what happened. I feel like I cannot trust him. Without trust, I cannot stay in this relationship. On the other hand, I do not want my children to get hurt. I'm not sure how to move forward?",Mood Disorders,"Relationships,Marriage","To begin, I'm sorry to hear about your situation. Like many of the professionals have stated, infidelity is a very difficult obstacle to move forward from. It's not impossible. While forgetting is probably the hardest part, forgiveness is something that can and will happen. There are things you can do to help yourself. The first this is identifying what you feel is best for yourself and your children. That means being honest with how you feel being in this relationship on a daily basis and understanding how it's affecting you. Second, how is your relationship affecting the children. Do you feel that by staying in the relationship that it's affecting your daily interaction with them. If so, that' something to keep in mind. Next, Really looking at the pros and cons of staying in the relationship. A specific breakdown of what benefits come with staying and what are the ramifications. Vice-versa for leaving. Include your partner. I think being honest with him and letting him know what you are thinking is could be a great option. At least you aren't keeping something inside yourself to manage. Rather, you are being transparent to them. Sometimes a couple can come to an agreement that it may be time to end things and other times it may be best to keep moving forward with a serious plan to how to move forward. Regardless, if you can't trust him and that feeling will never go away it's time to address it. Couple therapy can be beneficial as well as a therapist can provide professional counseling to you. Earl Lewiswww.RelationshipsGoneRight.com"
640,1116,What makes a healthy marriage last?,Mood Disorders,Marriage,"A resource I think is helpful to learn more about ""what makes a good marriage"" and steps toward doing so is Dr. John Gottman's book: ""Seven Principles for Making Marriage Work."" Dr. Gottman is a leader in this field and has done extensive studies with couples to determine what behaviors are key in making a marriage work and what behaviors could predict divorce. I think this book might be a good start if you're wanting to learn more about how to have a long lasting relationship."
641,1125,"My mother takes care of niece whom my sister abandoned. She calls me every day complaining, but I don't want to hear it anymore.",Stress-Related Disorders,"Family Conflict,Stress","It is difficult to implement healthy boundaries when the person is a parent or family member. I would encourage you to identify how it makes you feel after talking with your mother. Work on establishing healthy boundaries where you do not feel obligated to engage the complaining daily. Maybe setting a time limit to talk with your mother and practicing how to be assertive and not disrespect or aggressive. Helping your mother understand how you feel using  ""I"" statements  i.e  ( I feel _____ when you call to talk about my sister). Maybe asking your mom how can you be supportive of her during this time other than listening to her vent. It may also be helpful for your mother to get connected with support groups to help her cope with this life change."
642,1126,Every winter I find myself getting sad because of the weather.  How can I fight this?,Mood Disorders,Depression,"Seasonal depression can be difficult due to the weather being a primary trigger. Understanding that we have very little control over the weather, therefore we can focus on the things we can change. Exercising, meditation, guided imagery, and deep breathing can be beneficial to combat seasonal depression. It may help to join a support group and seek out therapy to assist you on this healing journey."
643,1127,I'm obsessing about a terrible breakup. Everything is a constant reminder.  How do I move on?,Mood Disorders,Relationship Dissolution ,"The best way to move on is to give yourself sufficient time and space away from your ex so you can heal.  That means no checking out your ex on social media platforms and no contact.  In order to move on and diminish the obsessions, help yourself recognize and accept that the relationship is over, and make sure to get sufficient support in processing all your feelings.  Once that takes place, it can be useful to explore and process with a professional the meaning of the relationship and to understand your part in what transpired.Sometimes people obsess because they have difficulties accepting what's already taken place and want things to be different.  The key to moving forward is to be loving toward yourself, to give yourself permission to grieve the loss, and to start cultivating new and healthy habits/patterns.  Reengage in your present life, ask yourself what you want your life to look like, and start creating goals and taking small steps to create the amazing life you want for yourself."
644,1128,"I've always thought that there wasn't much good out there for me. Now that things are actually going well, it kind of scares me. I spent most of my life feeling unwanted and figured I would be alone. I recently met a great woman who seems to really like me, and I don't know how to process this. It's bothering both of us.",Mood Disorders,"Self-esteem,Relationships","Hi! Thank you for your question. It's tough to be in a healthy and loving relationship when we believe we are not worth it. Quite often being in such a relationship is very uncomfortable as it goes against everything we believe about ourselves. First, I want to say you are very brave to open up yourself to the relationship with this wonderful woman you met. Second, I would like to invite you to treat yourself with compassion as you are entering this unknown territory for yourself. Doing something new and totally unfamiliar can be scary, so it's vital that you are kind and gentle with yourself. Acknowledge that what you are doing is scary and uncomfortable and that it will take some time to get used to it. Don't judge yourself and force yourself to feel a certain way. It's important that you are patient with yourself and tolerant of your discomfort. With time, space, kindness, and tolerance your discomfort and fear will start to dissolve. Invite your new partner to also relate to your feelings in the open and compassionate way. The worst thing that you or your partner can do is to rush your feelings, pressure you to feel in a different way or to say that there is something wrong with you cause you feel a certain way. Please be gentle with yourself and celebrate and acknowledge every small victory. Every time you do something little, like holding hands or receive a compliment and it no longer scares you as it did a week ago - celebrate that progress!"
645,1132,"My ex-wife married and used me to have a child. She now uses that child as a pawn. I know my child misses me, but I need to move on and not live in the past. How do I do this? Do I see my child as much as possible or very little? Is it more confusing for the child?",Mood Disorders,"Parenting,Relationship Dissolution ","You're in a difficult situation and on behalf of you and your child, I commend you for trying to find the right thing to do.Short version: your child needs you as much as possible. period. Always. We used to think that children were almost always harmed by divorce, unless there was extreme conflict or violence. More recent data shows that children are not necessarily harmed by divorce if they keep both their parents. In other words, the damaging part is losing half of themselves and losing the value of being connected to everyone who loves them, especially the other parent, in addition to the extra benefit there is from the other parent's perspective, strengths and so on. The best thing for your child is for you to be available and loving and doing everything possible to allow the child to be whole - a person who incorporates BOTH parents. It's a tragedy for everyone to use a child to achieve adult aims, like getting back at a former spouse. In such a circumstance, your child needs you more than ever. If you and your wife have different rules and so on, your child will learn to adjust and adapt, just as they would if you remained in the household. A child quickly learns that they talk to mom about x,y,z or get away with whatever, but has different rules with dad. He/she will not be too confused in the long run. Please stay the course in dealing with a difficult ex-wife for you and your child's wellbeing. Best of luck to all."
646,1134,"I've always thought that there wasn't much good out there for me. Now that things are actually going well, it kind of scares me. I spent most of my life feeling unwanted and figured I would be alone. I recently met a great woman who seems to really like me, and I don't know how to process this. It's bothering both of us.",Mood Disorders,"Self-esteem,Relationships","You're in a lot of good company and it's great that you're in a positive relationship. Congratulations!I often hear people talk about loving yourself and self esteem. We often seem to blame ourselves for not ""loving ourselves"" enough or put ourselves down for having low self esteem. It seems to me that since we are essentially socially beings and in fact, need each other for our survival, we really know who we are through our many interactions with others and with our environment. In other words, you can't just snap your fingers and voila! now I love myself, where there was an empty space or self-doubt before. We grow that warm coal inside ourselves through the friction of contact with others who value and validate us.  Allow yourself to be patient with yourself as you experience this new relationship. You are learning a new model of who you are and how you fit into the world. What a marvelous gift for you! You may also have fears that the current joys may be temporary or unreliable. These fears of loss may get in your way, however understandable. If you are truly close to your companion, you can share with her that you are loving your relationship but sometimes fear it will go away and sometimes have trouble really trusting it. Such a conversation may bring you both closer. Hang in there. You're working on co-creating a new normal with a great woman."
647,1135,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,Anxiety Disorders,"Anxiety,Counseling Fundamentals ","It is totally normal - you have a lot riding on this and you're invested! Think about why you feel so shaky - is it something about the therapist or their style? If so, it would be a good idea to talk with them about it so you feel more at ease. In any case bringing up your feelings about therapy in therapy is totally appropriate and even necessary. Good luck!"
648,1136,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,Anxiety Disorders,"Anxiety,Counseling Fundamentals ","I would be more concerned with how is this being addressed in therapy. Therapy can be a rewarding process, however often times we do not pay much attention to the messages being sent to our bodies. I believe in somatic therapy which deals with our mind & body connection. I would think it may not be a question of normal or abnormal however if it is impacting you then you must pay attention to that. It would be helpful to explore the feelings you're having  with your therapist. It may be something that needs addressing to help alleviate those feelings or have a better understanding of why they are showing up when it is time for therapy."
649,1137,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,Anxiety Disorders,"Anxiety,Counseling Fundamentals ","Thank you for your question. It's completely normal and natural to feel nervous before a therapy session. Many people report having felt this way. I can't say enough regarding the amount of courage it takes to reach out and attend a therapy session. For many people, it can take weeks, months, or even years of contemplating whether to see a therapist or not before actually contacting one and attending the first session. It takes courage to want to work through any struggles you may be having or personal growth you aspire toward. In your question, you mentioned that you've ""gone several times and are still feeling nervous and shaky."" If you feel comfortable with your therapist and it's a good fit for you, I would suggest talking about this with your therapist. You don't have to struggle each time you have your appointment. Together, you and your therapist can work toward helping you have a different experience."
650,1138,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,Anxiety Disorders,"Anxiety,Counseling Fundamentals ","Everyone has different experiences going to therapy. Being nervous can be a typical emotion one might feel. Emotions are our body's way of telling us important information about ourselves. I would suggest talking openly in your sessions about this. That way you can process your thoughts and feelings with the guidance of your counselor. There are probably underlining emotions (fears or insecurities) that are being stirred up during your therapy sessions. Your counselor might suggest individual counseling depending on what you learn about your anxiety. In individual therapy you would have time to deal with your own stressors. As you address your issues, then you will have tools and skills that will be useful in addressing the couple relationship."
651,1139,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,Anxiety Disorders,"Anxiety,Counseling Fundamentals ","Hi there, Thank you for your question. It's absolutely ok to feel nervous going to therapy. I have experienced anxiety going to see my own therapist. There can be a few reasons why you might feel this way. First, it is always unnerving to see a person who is a stranger and to share intimate things with that stranger. You mentioned it has only been a couple of sessions. Your anxiety might subside as you continue to see your therapist and grow more comfortable with him/her. Another reason why you might feel particularly nervous is perhaps you are not comfortable sharing things. As children, we might have bad experiences opening up to others. Someone might bully or ridicule us, and that experience can stay with us for a long time, making it extra scary to share our intimate feelings and thoughts with others. If this the case, as you continue with your sessions and have positive interactions with your therapists, this anxiety will subside with time and you will re-learn that it is safe to share. And the last thought why you might feel the shakes is perhaps you know that you need to talk about some past experiences or memories that are uncomfortable and difficult. Regardless of the reason, it might help you to bring up your nervousness in your session and share how you feel with your therapist. Having an open dialogue about your anxiety with your therapist can help you resolve some of that anxiety and built greater trust with your therapist."
652,1140,"My husband and I have been married for seven years, and in that time, we have only had sex four or five times. Others have told me that most men would have left me by now. Honestly, I think I have a low sex drive or neither one of us actually knows what we are doing. I want to be better connected with my husband.",Mood Disorders,"Human Sexuality,Intimacy,Marriage","Hi there, Thank you for your openness about the challenge you are experiencing in your relationship. Sexual intimacy is an important part of many people's life, but how much importance is placed on it varies from couple to couple. The first step would be to have an open conversation with your husband. It's important you are both open about what you desire from sexual intimacy and how much intimacy each one of you wants. For example, asking your husband how often does he want to have sex/ week or /month. When having this conversation, it's important that you are both respectful and open with each other. The point of the conversation is to get to know each other and not to solve a problem, yet. There are couples who enjoy fulfilling platonic/friendship relationships with minimal or no sex because both partners are not interested in it. If you are both on the same page - lack of sex might not be a problem. If there is a difference in your sex drive and frequency of desire, I would recommend seeing a professional relationship & sex therapist as a couple to help you explore your current sexual dynamic, what's creating it, what's getting in a way of connecting sexually and to assist you and your husband in finding creative solutions."
653,1142,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,Anxiety Disorders,"Anxiety,Counseling Fundamentals ","""Normal"" can be an insidious word to use because it can undermine your sense of worth.  It implies there's one particular way you should be behaving and can leave you feeling crappy and ""abnormal"" if you're not behaving according to that prescribed standard.  Instead, what I'd recommend is to pay attention to your emotional experiences when you're attending therapy.  Explore your feelings and thoughts without judgement and try to reflect and understand what's going on that's causing you anxiety.  Once you figure out the underlying meaning of the anxiety, you can figure out a way to handle it and action steps to take to diminish it."
654,1143,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,Anxiety Disorders,"Anxiety,Counseling Fundamentals ","Hello there.  You ask about being nervous and shaky walking in to your therapy session and want to know if its normal? ...  I realize there a few ways to look at this.  I presume you weren't anticipating feeling this way; and probably hoped to feel the opposite..  Well, my initial response is yes, sure, it can be within reason to feel this way.  Have you been in therapy before? Is this somewhat new? That could be part of the reason. But either way; new or not, I think when are entering into a meeting that holds potential evaluation of deep things about you and your heart and soul, it can cause anyone to tremble. The soul can be anticipating some things could be shaken up here, and it can feel scary to look at these things and then change.  Looking deep at our life can feel daunting and scary; so your response just might be regards to potential growth trying to happen.   OR, is there something about the therapist you don't feel confident about?  This too might be in play as a reason for your feelings...  Maybe you lack confidence in that therapist ?  Have you let your therapist know how you feel?  That would be good to explore...I would like to encourage you to look at these ideas.  Hope it helps.   Let me knowKindly,keithkeithcounseling.com"
655,1144,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,Anxiety Disorders,"Anxiety,Counseling Fundamentals ","It's normal to feel a little anxiety--after all it's an important encounter for you.  My suggestion is to discuss this with your therapist, let him/her know how you're feeling, especially if you feel as though your level of anxiety is impacting the quality and benefit of your sessions.  You might try some relaxation techniques prior to starting the session, deep breathing, progressive relaxation, core muscle dis-engagement--If you're not familiar with these techniques ask your therapist or write back."
656,1145,I am becoming a Water Safety Instructor but I didn't have enough for a proper swimsuit. I was told by a boy in class that my top was displaying everything. I was very embarrassed.,Mood Disorders,Self-esteem,"As far as I can tell, you received unwanted attention, but you didn't do anything wrong.  What did your instructor say? Anything? If the outfit was not appropriate then the instructor should tell you--If he/she didn't then assume the swimsuit was okay, but the gentleman in the class wanted your attention and took it upon himself to comment, in order to get that attention.  If you don't want his attention then you have a couple of choices--wear a shirt  over the swim top, find an inexpensive swim top to replace the one you have, or wear what you have as long as the instructor doesn't say anything, and if you get unwanted attention say in as confident, slightly loud, voice as you can muster.  ""I don't appreciate your critique of what I'm wearing, we're here to take a class, let's just focus on that. Then,  Turn on your heel and walk away."
657,1146,"My ex-wife married and used me to have a child. She now uses that child as a pawn. I know my child misses me, but I need to move on and not live in the past. How do I do this? Do I see my child as much as possible or very little? Is it more confusing for the child?",Mood Disorders,"Parenting,Relationship Dissolution ","If you have a good relationship with your child then you have already accepted and been accepted as this child's parent and you have a commitment and an obligation to play that role.  If you suddenly absent yourself from this child's life then you may be doing real damage. Working out an arrangement with the child's mother for regular visits the child can count on and committed to by both parents will serve the best interest of the child, which I assume is what both parents are truly concerned with.  The visits don't have to be every day, once a week, even once a month, is better than hit and miss with long absences in between.  Best of luck to you, and the fact that you asked the question says volumes about your parenting potential.  Feel free to follow up with me, on line or in person."
658,1147,"I'm always listening to my husband, but it feels like he never listens to me. 

How do I get my husband to listen to me instead of me listening to him all the time?",Mood Disorders,"Relationships,Marriage","Have the two of you ever discussed how you feel?  I know given the nature of your question that's probably not likely, but I'm going to suggest it any way.  He needs to understand that how you feel about this issue equates to not being as happy in the relationship as you could be or he thinks you are.  So start there, that may be more of an attention getter than ""you never listen to me"" yes I do etc.  Direct opener:  I'm not as happy in this relationship as I think we both deserve.  Pause, and if you won't let me talk about it then it's only going to get worse.  Then explain you don't feel listened to, you try to be a good listener but you don't feel you are getting the same in return.  If he interrupts put your hand up in the sign of a stop, then say please just let me finish.  You are right to raise this subject with him because a good marriage can't exist in a communication vacuum. In fairness to him, he needs to understand the seriousness of your concern and have a chance to do better.  If he refuses,  tell him you want to seek couples counseling then do it, with him or without him."
659,1150,"My boyfriend and I have been dating for almost 2 years. I've been really sad lately and for the past few months I've realized I'm just way too dependent on him.   It makes me really upset to be so dependent on someone else, but I can't help it. I don't even know who I am without him.

How can I be less dependent on my him?",Anxiety Disorders,Relationships,"Recognizing that you're too dependent on your boyfriend can be a wakeup call and an excellent opportunity to work on your own personal growth and independence.  It sounds like it's time to explore and develop your own interests and engage in some activities that excite and challenge you.  If you have time, it could be useful to begin a new activity or class, cultivate friendships outside of your relationship with your boyfriend, and begin to reflect and meditate on ways to enhance your own personal fulfillment."
660,1151,"My husband and I have been married for seven years, and in that time, we have only had sex four or five times. Others have told me that most men would have left me by now. Honestly, I think I have a low sex drive or neither one of us actually knows what we are doing. I want to be better connected with my husband.",Mood Disorders,"Human Sexuality,Intimacy,Marriage","In order to develop a better intimate connection with your husband, it's important to first cultivate a strong connection with yourself.  I would take some time to explore your own body, notice what feels pleasurable, and play with different ways to achieve orgasm on your own.  Explore your own willingness to be open emotionally, sexually, and to play and have fun.Once you've engaged in a process of self exploration, I would check in with yourself and be honest about why you're not enjoying sex.  Are there specific reasons you're not enjoying sex with your husband?  Sometimes the reasons might be of a sexual nature and other times there could be emotional blocks (or anxiety) or other reasons that prevent you from wanting to be fully open and let go with your partner.  From a sexual perspective, I would explore what you can do to increase your own pleasure, learn ways to communicate your needs in a loving way, and focus on pleasure and play (rather than outcome and orgasm).   Begin by taking the pressure off orgasm and enjoy a naked massage together-- focusing on exploring what feels pleasurable.  Lastly, if you're wanting to learn new skills, check out a local sex workshop."
661,1152,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,Anxiety Disorders,"Anxiety,Counseling Fundamentals ",It is absolutely a typical response.  Many of my clients are nervous the first couple of times we meet.  This is essentially a stranger with whom you are sharing your feelings.
662,1153,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,Anxiety Disorders,"Anxiety,Counseling Fundamentals ","of  I would love to know a little bit more about what's going on in your life but I will attempt an answer.Yes, you could still be shaky and nervous going to therapy. This therapy thing your doing is sometimes scary. First, because your opening up things that you might have never wanted to. Second, your still building a relationship with this therapist person. You may never get over that. The therapist really can't be your ""friend"". They are there to push the buttons that you might not want pushed and help you heal.  That in itself is scary and can make you anxious. Third, you really never know where this therapy thing will go. Yes, there are goals. But sometimes side roads need to be taken and sometimes that is scary.Know this you are in the right place. You are taking steps to change."
663,1155,"I have family issues, and my dad was both violent and a cheater.",Mood Disorders,"Trauma,Family Conflict","In general, our past is always somewhat alive and does inform our present experiences.  All past experiences, both positive and negative are what have brought you where you are today, physically and emotionally.   That being said, your father's behavior does not have to define you or your future.  You have power over your life and your future.  By learning more about yourself, you can learn to incorporate your past into your present life, without being defined by past traumas.  The best way to grow and learn how to do this is to talk with someone about your experiences.  By talking about your past and present struggles with a trusted confidante or helping professional you will hopefully learn how to be at peace with your past."
664,1156,I'm  very depressed. How do I find someone to talk to?,Mood Disorders,Depression,"If there is no one in your life with whom you feel comfortable, I would recommend identifying someone on this site, psychology today or goodtherapy.org who is in your area, then give that therapist a call to see if you would be a good match."
665,1157,"My boyfriend is in Ireland for 11 days, and I am an emotional wreck.",Anxiety Disorders,Relationships,"It sounds like you and your boyfriend are very close.  Do you typically spend most of your time together?  If so, it may be important to reflect on how you feel when you are apart.  If any separation is difficult, you may need to examine why.  Think about what it is that you miss and what you are anxious, upset or worried about.  If you examine the causes of your distress you likely will experience some relief.   It is important to learn how to be happy when you are alone, it will only improve the way you feel when you are with your boyfriend."
666,1158,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,Anxiety Disorders,"Anxiety,Counseling Fundamentals ",Certainly.
667,1159,My boyfriend called me a particular profanity and I broke up with him. This is the third time he's called me this and I'm just completely done with giving him chances. He knows how much it bothers me. I just want to know if I'm over reacting.,Anxiety Disorders,Relationships,"It sounds like you are reacting to an issue in communication patterns, rather than a particular word.  The ability to listen considerately to your partner and to have your partner listen to you is one of the keystones of a successful relationship.  If your partner is not listening to, acknowledging and remembering your wishes, that is likely an indicator of some fissures in the foundation of the relationship."
668,1161,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,Anxiety Disorders,"Anxiety,Counseling Fundamentals ","Well, it's generally okay to feel anxious or nervous about going into therapy, particularly in the beginning because the process of being open about what you are going through, much less to someone who you don't know well, can be anxiety-producing. It's also common to feel anxious when you are discussing something that is important, difficult to discuss, or you are making changes that are very difficult for you.The most important thing I can tell you, though, is to discuss with your therapist this idea that you feel nervous and shaky. Some anxiety can actually help to motivate or lead you toward change. There are also level of anxiety that can be counterproductive, so it's a good thing to discuss. Personally, I can tell you that I would want my clients to tell me about anxiety they feel 100% of the time. That opens the dialog to discuss whether it is the level of anxiety that they want to sit with and learn about in discovering more about themselves and their experiences and/or whether they would like to do something to lessen the feeling of anxiety.Thanks for writing here. If it caused anxiety for you to do so, I hope that feeling is diminishing for you, at least related to writing here."
669,1163,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,Anxiety Disorders,"Anxiety,Counseling Fundamentals ",For some people it's absolutely normal to feel nervous about coming to therapy.   It's sometimes hard to share our emotions and feelings with someone --- no matter how warm and caring the therapist is.     Are you comfortable with your therapist?  Is it a good relational fit?      Maybe this is a good thing to discuss with your specific therapist at the beginning of your next session --- maybe they can help you find some strategies or tools to make it easier?
670,1164,I'm obsessing about a terrible breakup. Everything is a constant reminder.  How do I move on?,Mood Disorders,Relationship Dissolution ,"Breaking up can be a very difficult thing.  I'm sorry you're feeling badly.    The first thing is to be really sure you are taking care of yourself --- that means eating well, exercising, getting good sleep, spending time with friends/family and making sure you are taking care of important things like work, rent, bills etc.    Secondly, it's important to do things that make you feel better and not worse.   If looking up your ex on social media makes you feel worse stop doing it!   It's important to concentrate on you and not them.    Thirdly, it's super important to make sure you're really looking at the situation accurately and look for the good things that still exist in your life ---  what is still good?   Even though your emotions are hurting and you are feeling badly, can you see the light at the end of the tunnel?  Do you feel hope?  If you do try to concentrate on that hope feeling.   If the obsessing continues and really gets in the way of living your life?   Maybe contact a therapist or counsellor that can help you through this difficult time?"
671,1165,I'm  very depressed. How do I find someone to talk to?,Mood Disorders,Depression,Sorry to hear you are feeling that way.    Is there a 24-hour helpline where you are that you can call?   Here is a website with some numbers to call:  https://psychcentral.com/lib/common-hotline-phone-numbers/      You could talk to your family doctor and they could help you find a therapist?   You could also use this website to find a therapist.  https://therapists.psychologytoday.com.  I sincerely hope you find someone to talk to.
672,1166,Every winter I find myself getting sad because of the weather.  How can I fight this?,Mood Disorders,Depression,"Change your total daily routine, different route, different lunch, different afternoon.  Sit outside for 10 minutes three times every day, use a therapy light during the day, aroma-therapy oils for stimulation, but....keep your routine bedtimes and wake up times......and exercise at least 3 times per week,  if after several weeks you are not feeling better....talk with your doctor."
673,1167,"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.",Mood Disorders,"Self-esteem,Depression","Thank you for sharing! It can be very disorienting not to know what you want and where you are headed. Sometimes we are so focused on something we haven't achieved yet or on comparing ourselves to others that we lose touch with what we actually want and need. At times like this, it's important to go back to basics. Try out this simple exercise, take a few minutes to write down all your present responsibilities. For example: make meals, complete homework...etc.  Then in the column next to it, write down the things that you do for yourself to recharge yourself and to enjoy your time. Is your list of responsibilities way longer than your list of stuff you do for yourself? It is easy to get lost in the sea of responsibilities and disconnect from what you want and need. To fix that, write another list of things that you enjoyed doing in the past for yourself and start incorporating them into your schedule on a regular basis. This will help you re-connect with yourself, and bring focus and clarity to your life."
674,1168,"I'm always listening to my husband, but it feels like he never listens to me. 

How do I get my husband to listen to me instead of me listening to him all the time?",Mood Disorders,"Relationships,Marriage","Unfortunately you can't directly change another person's behavior. However, you can give him feedback on how his not listening impacts you. The best way to provide feedback is in 3 parts. The first part is telling him the emotion you are experiencing when he doesn't listen, such as hurt, sad, and unloved. I would stay away from feelings such as frustrated, angry and irritated and use a more vulnerable emotion. The second part is what he does specifically to make you feel that way, be specific! Example: when I get home and tell you about my day and you don't look away from the tv. Be objective as possible when you describe his behavior. And the last part is the most important, tell him what you want him to do, and again be specific! Example: I would rather you turn off the tv, give me eye contact and reassure me about my day. Here is an example with all 3 parts together: I feel hurt when you don't say anything to me when I tell you about my fight with my friend, I want you to hug me and tell me you understand how I feel. Hope that helps!!"
675,1169,"If I tell him I don't like certain things, he does when it pertains to me. He tells me it's not like that. He never has anything to say about me until I tell him something about himself.",Mood Disorders,Marriage,"It sounds like there are issues with communication between you and your husband.  Your perceptions of interactions that you are having don't sound like they match up.  It would probably be helpful for you both to work on communicating using ""I"" statements (I feel----when you---).  This is a more effective way of communicating your needs than directly criticizing the other person.  If you work on communicating in new, less critical ways you both may learn more about your spouse's feelings and perspective."
