,question_text,topics,answer_text,q_token_count,a_token_count,tf_type,tf_type_zero_shot,tf_score
2314,"i nanny a three year old when he wakes up in the morning he calls out for someone to come get him if i am the one to go get him out of bed he gets really upset and refuses to let me near him he screams that he wants his mom or dad they work from home    the rest of the day he loves me but not in the mornings
   what can i do",childrenadolescents,it seems like you are being extra hard on yourself here  the behavior he exhibits is pretty normal for a three yearold  sounds like he may feel more emotionally dysregulated upon waking and wants one of his love sources to help him stabilize that  its probably more instinctual and not personal to yougive yourself some credit for how things are the rest of the daythats information that youve done well  you even describe that he loves you  thats hugeeither way im sure its jarring to go through that in the mornings  is there a routine you use to help him make that transition  i dont know what his parents rules are but there could be some ways to incorporate some predictable structure  maybe that means his favorite toystuffed animal paired with his favorite cartoon  you seem very caring so its probably likely you are already offering some compassionate response to his upset  it may help to have him take a couple deep breaths with you if hes able to help selfregulate  he may not be responsive to that and thats ok  either way it sounds like this is only happening upon wakinganother thoughtdo his parents know this is happening  maybe they have some ideas about how to help soothe him or perhaps they have some strategies they can use the night before eg talking to him about the emotions of the morning hours  let yourself off the hook thoughyou seem to be doing a wonderful job with this kiddo,1,1,T,F,0.9224858283996582
1244,"im a young adult woman and i have trouble finding my true identity being at home this all started when i had a boyfriend about  months ago my boyfriend and i were dating for a couple months and decided to get in to sexual acts at the time i was pretty religious but i let this happen i dont know why i felt kind of guilty but mostly because i know my parents wouldnt like it my parents are very religioustheyre christians we did things every time hed come over to my house we didnt have anything to do at our house so we would get tempted to do things when wed watch movies by ourselves
   one day my parents found out i did this stuff with him because my dad read my messages as soon as my dad found this out he told my mom they were both aggravated they told me he was just a boy that wanted to get inside my pants they said he wanted me for sex and hes not a christian i took their advice and broke up with him once we broke up for about a month i decided to get back together with him a little after school started my parents found out eventually and i decided to not listen this time i would constantly talk to my boyfriend about what they say about him hows hes not the right one for me and god totally forbids him i would kind of try to break up with him and then eventually i would just never listen to my parents theyre always yelling at me about how i shouldnt date this boy i felt too old to listen to them now im kind of just stuck is the real me religious have i been brainwashed by him i dont talk to my parents anymore about him and my parents think im deceiving because of it they threatened me that if im still with him i cant do track and they wont support me theyve also called me slut and now they called me basically a devil worshipper they say my boyfriend is taking me away from my parents im actually very happy with him they also say im living a separate life at home than i am at school they say they want whats best for me and love me because they adopted me",spirituality,what a tough situation you must be in feeling torn between your parents and someone who is very special to you i would say the first thing you want to do is if you havent already have a calm reciprocal conversation with your parents telling them how you feel and letting them know what you need from them if communication attempts are unsucessful then you will need to make a decision with how you would like to move forward you unfortunately will not be able to change your parents feelings or opinions but you can agree to disagree on certain matters by keeping them separate from the relationship you have with your parents it always helps to try and see things from another angle you might want to for example try and understand your parents perspectives and let them know you understand that they are upset validating others feelings can be very helpful with communicating effectively are you living with your parents and do they support you if so are you willing to give that up should you decide to not follow their rules know that there is nothing wrong with being happy with someone or loving somebody so deeply your feelings and actions certainly do not make you brainwashed or a devil worshipper not everyone will always approve of the choices we make and sometimes we need to be okay with that best of luck to you,1,1,T,F,0.8681795001029968
385,over the years i have slowly lost everything my jobs my cars my freedom and my money i am a stayathome mom who doesnt make any money doesnt have a car never goes out and cleans all day long everyday,depression,there are an infinite number of possibilities here you included a lot of things that you dont have is there anyway that you can have some freedom for a few hours a week at least a lot of times stay at home moms have groups when they meet at different public places where their children can play together and they can talk together i dont know how old your child or children isare but perhaps going back to work is something that can happen in the futurei wonder if you may consider who you have in your life who can support you i dont know whether you have a spouse or parents or siblings who could help out with some different things i wonder if you could consider where you would like to go if you had two or three hours that you could do whatever you wanted if you can sort out some possible answers to that maybe you can work together with friends or family to make it happenalso again depending on the age of your children some parents can do things while the children are sleeping even if you are in the same room for example if your children are sleeping for about two hours maybe  minutes of that could be reserved for you and the rest could be for cleaning or other things you need to do,1,1,T,F,0.5295255780220032
265,i have twin toddlers i experienced a death of loved one prior to giving birth i had a horrible break up with the father people told him he was using me for money my exboyfriend had extreme meltdowns every day for three years im always alone with no friends,depression,seems like youve really been through the ringer without much of a break  just reading through the details you put in the question i hear a couple things  one is that you seem like a helper  thats not bad at all though other people taking advantage of your nurturing qualities and not giving that back to yourself can really zap your energy  seems like you were the one that had to take care of your ex for a very long time  think about what that takesa lot of patience great emotional awareness flexibility to adjust to needs and change plans etc  what that also means is that you probably had to focus so heavily on him that you werent able to give any of that attention to yourself  the great part is that it doesnt look a whole lot different when you give that to you vs someone else  selflove and selfcare is a really important piece of managing anxiety and depression as you learned with your exthe other thing i noticed is that it sounds like you maybe tend to peopleplease  this is common with people that are helpersthey are almost a package deal peoplepleasing is really about abandonment  its derived from a fear that if you arent exactly what people need they may have negative feelings toward you and ultimately abandon or reject you  may also stem from a need for peace if you grew up in a chaotic home common with kiddos from domestic violence backgrounds though that usually has some type of connection to abandonment as wellas far as anxiety management goes theres so much you can do  its hard to say what will work specifically for you but first thing that might help is to understand your triggers  what gives you anxiety  is it general and seems to come out of nowhere  or does it buildup and get worse at a certain time of day  i find that many people who have unresolved grief and depression tend to cycle through those symptoms and anxiety because theres so much stress and pressure involved in the cluster of issues that those circumstances tend to bring  sorting those things out can be toughif you need help from a friend or counselor its never too late to reach out  it doesnt matter if it happened last week or  years ago  if it matters to you its relevanti hope some of this helps and you are able to find someone in your life to lean on  you arent meant to be alone,1,1,T,F,0.8845986723899841
1037,i feel like im ugly stupid useless and that i cant make anyone happy,selfesteem,check out my blog post on  fourwaysaddselfesteemfriendslisti hope this offers you some nuggets of helpfulness,1,1,T,F,0.9407244920730591
1632,i have no idea what happened i go places and do things but still feel lonely i honestly have no friends and i am always the one texting people and bothering people i feel invisible like someone that no one wants to be around,intimacy,a lot of times any and each of us creates what we need for ourselves by seeing other people as creating these circumstances and situationsis it possible that at this time period in your life being alone is positive for sorting through your true values or sorting through key situations in your lifeif yes then possibly you are giving yourself some alone time even though to some degree being alone is not your first choiceat the very least since you arent happy with being the one who texts others then some alone time may encourage new thoughts and ideas creating more open space within you to attract other people who do enjoy texting you firstalso most relationships are not forever  is it possible you are at a phase when some relationships are simply closing down so that you have clear space within your life for new and different activity,1,1,T,T,0.6098228096961975
328,i have a severe back problem ive had  major and several minor operations but im still in constant pain how can i deal with the depression from this chronic pain,depression,chronic pain at the back likely results from a few areasll kidney zone most likely lower backbone spurs fused discs and slipped discs caused by connective tissue weakness and calcium deposits used to neutralize highly acidic areasthe depression will evaporate when the chronic pain is drained out through natural meanspharmaceutical means will simply extend the pain and cause it to deepen over time not solving the problemremember medical doctors suppress natural doctors cure,1,1,T,T,0.8375306725502014
1946,ive been with a man for four years for the last year he has said he is done but he still talks texts visits and has not moved on with anyone else his words do not match his actions i love this man but its hurting so much,relationships,if i understand you correctly this maybeboyfriend has done a partial break up and wants to maintain a partial relationship  is that ok with you  and if it is what does it cost you  he says hes done but still wants the connection  that seems to leave him free to explore other options but it doesnt allow you to do the same  break ups are painful and i know youd like to avoid that  i get it that you feel attached to him  you have been in a relationship with him for  years so that makes sense  however loving him appears to be costing you a lot without much in return if you wait for him to define what he wants you could be on hold for a long timeplease dont wait another year to advocate for yourself  see a therapist who can help you figure out what you need out of relationships and why you have allowed yourself to be on pause   it is possible that once you get clear you will be able to have a true relationship with him  if not please dont settle for this  take good care of yourself,1,1,T,T,0.7508548498153687
3848,"im in my late teens and live with my dad  the only time i go out is for my college classes sometimes when i see my friends i want to talk with them but sometimes i wont want to talk to them for days or even weeks 

sometimes i feel im not worth knowing or im never going to do anything right

are they right am i depressed",depression,im alway wary of assigning a term to a feeling as often that term becomes more important than the feeling itself from the very little that you have written it is clear that you are going through something that has made you extremely low affected your selfesteem and motivation limits your enjoyment of formerly pleasurable activities and affects your feelings of selfworth all of these are aspects of being depressed though you can be depressed and still not have depression counseling is definitely a place where you can go and sort out why you have had such a sudden a drastic change to your mood sometimes our mood can be effected by changes in our routine losses or significant disappointments talking with someone will not only help you to better understand why you are feeling this way but they will also help you to ground yourself and learn strategies and tools to help you to manage your mood and strategize for the future i do hope that you will reach out feeling alone can be harmful over long periods of time as it can stop us from seeking out the support we need,1,1,T,F,0.9085698127746582
1635,i didnt trust my wife when i found out that she had a new guy friend that she was texting and calling i investigated him before i found out that he was gay and that there was nothing going on now all my wife and i do is fight about trust,intimacy,hello being unable to trust your significant other certainly can cause one to feel unsettled has your spouse ever done anything questionable that would cause you to not trust her if so then it will take time and some work to gain the trust back couples counseling would be of benefit if not then you may want to consider seeing a therapist on your own in order to better learn where your insecurities come from there are several possible reasons why you may be feeling insecure but without knowing them the issue is not likely to get resolved in the meantime i suggest that when youre feeling upset and are unable to trust what your wife saysdoes think before you speak ask yourself if you have valid reasons to not trust her instead of arguing try and communicate how youre feeling and let her know that resolving this trust issue will be a top priority for you so that you can focus on other aspects of your relationship hope it all works out for you both,1,1,T,F,0.750883936882019
647,i have a panic attack at least once a week and suffer from severe anxiety,anxiety,im sorry youre going through that  panic attacks are terrifyingone thing to start with is knowing that panic attacks are not going to hurt you and your anxiety will come down with time  fighting that process can sometimes heighten symptoms because your brain wants the message of panic to be heard  some of the best ways to counter that message is through focusing on the present moment through sensations or breathing  taking deep breaths allows your body and brain to slow down sending the message that theres no present danger  focusing on the present can also send the same message as anxiety typically throws us into the what ifs of the future  if you search google or pinterest there are tons of methods you can use for thissome people prefer to focus on colors shapes smells textures etc while other prefer to pay attention to internal sensations  there are also apps that can help with these techniques such as calm and headspace  they work best when you arent in a panic attack or when you feel one coming on  if you are already at the peak of an attack they can still help it just may take a bit longer  some clients i have like to track their anxiety with a scale system  lets say you scale your anxiety at an  out of  do some breathing exercises for  minutes then scale it again  its likely the anxiety decreased at least to a  or   doing this can give you some physical proof that you have some control over your body  you can also scale it without the breathing to see how it just fluctuates on its own  anxiety will always go down and you can see that happening via numbers  this method will let you see the light at the end of the tunnelthere are other ways that might work for you via a quick google search or through therapy  keep trying new things until you find what works best for you,1,1,T,F,0.6689074635505676
1742,she constantly tells me what i am doing wrong for once i want her to be proud of me its like no matter what i do she does not have one nice word to say to me she is always hateful towards me and always has been,familyconflict,the sum total of your value and worth does not get to be decided or measured by how your mother feels about you ideally she would be supportive but that does not seem to be the case  providing yourself with love acceptance validation and knowing your worth and that you are valid despite her she could have her own demons she is fighting and projecting taking them out on you typically whatever people throw at us is more of a reflection of them verses about us  when she says something that hurts you rewrite it in your mind and for your own sake mentally proves her wrong  i hope you can detach from the negative words she projects to you and see the great person you are at your very core by your very existence  these two videos could be of great support help my parents are my biggest triggerselfesteem  worthiness affirmations  remember your worth and value,1,1,T,F,0.9230012893676758
675,ive been having horrible anxiety for the last week i cant sleep i get a sense of doom and its hard to breathe i feel like nothing i do makes it better,anxiety,that really sucks to go through  there are tons of ways to work with anxiety both directly and indirectly that can help with what you are dealing withdo you think you may be experiencing a panic attack  sounds like you are feeling some dread about what will happen to you and physical symptoms common with attacks  panic attacks are the bodys way of trying to alert you to danger whether that is real or perceived  its not something your body does against you but instead to keep you safe by keeping you in a state where you could react quickly run fight etc  this can happen even if there arent any real threats and you logically know you are safe  even if you arent having panic attacks that heightened anxiety can still feel really awful and exhaustingwhat have you done so far that is not working  when the brain is in that danger mode talking it down tends to be unsuccessfulthis is very evident in bounds of research we have on how the brain functions  the part of the brain that senses threats and triggers anxiety responses reacts more effectively to body signals to relaxsuch as controlled breathing  mindfulness breathing techniques have a lot of value for this reason and there are many options available apps like calm and headspace youtube guided videos etc  try to keep in mind that having anxiety doesnt mean that you are actually in any danger and mindfulness is not meant to be an escape  it does help to regulate and make you feel more in control of your body  your anxiety will always come back downyou can even track it to see the realtime changes that happen  its normal for it to rise and fall a few times during a panic attack so if you notice a rise it has no meaning other than that youre body is normally going through its anxiety responsei think seeing a doctor is a great idea to rule out any other issues happening within the body  some medical issues can materialize as anxiety and depression  depending on your symptoms they may even suggest a medication developed for these issuesanxiety is one of the top researched symptoms so we do have tons of research available on what works and whats less effective  we know that talking alone doesnt reduce the bodys fear response unless talking is the method of exposure talking about a traumatic experience talking within a group if you have social anxiety etc  for the brain to learn you are safe it takes experience via exposure while riding the wave of anxiety  for example if you fear vomiting you would expose yourself to things that remind you of vomiting and breathe through the anxiety you feel without avoiding the triggers  that would teach your brain that those triggers are actually benign and would no longer  create that panicky response itd be difficult to say what that may look like for you or even if you need that but it could be worth connecting with a counselor even online to discuss these options  the brain is always flexible to some degree to change so hang in there while you figure it all out,1,1,T,T,0.5927568674087524
3628,"i want to live with my mom my dad gets angry and makes me feel like everything is my fault i still talk to my mom although my dad tells me that im no allowed to im scared i will make the wrong decision and that my dad will hate me 

how do i tell him that i want to live with my mom",family conflictparenting,there is a lot of information that needs to be filled in first so what the custody arrangement does your dad have full custody is the custody shared what does your mom think about the situation is she willing to go to bat for youwhat is your age usually you have the right to choose based on age requirements set by the statelegally you cant be kept away from your mom unless there is some legal complications that prevent itis your father abusive and should you seek protectionmany details need to be filled inyou can seek counseling without your parents approving or knowing depending on your agefind counseling through school or local agenciesyou have rights and one of those is the right to choose,1,1,T,F,0.5856143832206726
360,i feel like i am internally screaming all the time externally i am calm but i have this intense unidentifiable emotion constantly i dont feel sad i dont cry a lot i feel rather emotionally distant other than the internal screaming it kind of feels like im a caged animal,depression,it is hard to make a definite diagnosis however i would say  that it could be and or a combination of depression stress ptsd etc  more background information would have to be needed  one thing i would say is that you really need to seek guidance from a professional to work through these symptoms  if what you described as a caged animal is released all the crying sadness and controllable emotions will come out  that would not be good when they do  get help before they do,1,1,T,F,0.6581228375434875
510,my two adult sons live with me one has been having panic attacks and hasnt been able to work for over  months he doesnt want to get help im feeling so overwhelmed what can i do,anxiety,my very first thought is this is so much to carry on your own  a mothers instinct is to care for her children so i can imagine how hard it must be to see your son in pain and struggling  i hear a ping of helplessness in there as well  thats heavymy question is who is supporting you  i know nothing about the context but i wonder if the role you hold often is that of caretaker  it may not be that the endallbeall answer is to be cared for but the absence of care or even selfcare can seem like we are only existing for others  sometimes having someone to rely on can help take off some of the edgethe pressureof all that is overwhelmingdespite that it may be that the situation continues to be exactly what it is providing a steady stream of stress for you which would be so difficult  i dont think anyone can tell you what to do because no one here has to live with those consequences good or bad  just a note that sometimes with men it is harder to reach out for help  perhaps he feels comfortable enough for you to know hes struggling which means you have provided him a safe space to do just that but not comfortable enough to interact with a stranger about those same struggles  men often avoid therapy because its seen as weak andor means you need help  planting seeds here is sometimes all you can do as hard as that isas far as supporting goes theres much more you can do there if he is ready to receive that  if you are seeing him in the midst of panic the best thing you can do is let him know you are there for him  maybe that means being there physically or continuing to give him encouragement along the way eg you got this i know this is hard etc  if you arent present for the attacks but hes telling you about them you can ask what you can provide for him in those moments or how you can help him afterward  panic attacks can be taxing on the body so sometimes people need time to recover  remember that you also need to recover here too  its very painful to watch someone you love panic  what might you need thereof course counseling can be a great place to work through that stress and overwhelm  that time is all for you to be heard and understood  you deserve to have someone there for you too,1,1,T,F,0.927394449710846
1809,its the way my mom said i was worth nothing stupid no point of being in school im lazy little fat,familyconflict,there is nothing wrong with going to summer school,1,1,T,T,0.8158197999000549
1166,im a teenager and i just got my first job i am a month and a half in yesterday my boss pushed me to the point where i had to go to the restroom and cry she didnt see me and im glad but when i went to talk to her about it today i let a tear or two come out i hate it i feel like theyre not going to keep me anymore,workplacerelationships,getting your first job is an exciting terrifying and challenging experience it is something you will remember for a long time and it shapes how you begin to think about yourself as a worker you are literally learning as you go in this completely new environment you are going to make mistakes you are not going to get it right the first time it can be even more challenging if you are having a difficult time building relationships that are supportive at work a couple of things to remember here  you are there to do a job and you are getting paid to do it  there is a reason or reasons for you wanting to be there and do that work  you know best what you need in order to be successful these three items can be helpful to remember especially when we feel our emotions are taking over in a place where we do not feel safe to express them fully if you feel like your supervisor is approachable meaning someone you could talk to because they express confidence in you let them know you are nervous about doing a good job also let them know how you learn new tasks information or expectations so they can deliver the message in a way that you understand becoming a successful worker doesnt happen overnight but each day you can identify what works for you and what doesnt by communicating with your work team the easier it will be for you we all had a first job once and were all worried about doing well hang in there and call a counselor if you need more help,1,1,T,F,0.9846711754798889
2451,is it normal for people to cry during therapy or is it just me,counselingfundamentals,absolutely its normal to cry in therapy sessions sometimes clients have stories they never shared with anyone or never said out loud and that results to crying crying is a normal reaction to feeling hurt or sad or sometimes angry i welcome all crying to my therapy room,1,1,T,F,0.8866780996322632
1394,i have not been able to really sleep i stay up all times of the night not even knowing why every day i feel like i have anger inside of me i have a little family but i cant open up to them like i want to i have a son and i feel that i take my anger out on him by screaming at him,angermanagement,best question iswhat are you so angry about  you cant stop being so angry until you figure out what is the root of your anger  if you feel like you have anger inside while i am sure you do  taking it out on your son is only passing on the hurt and anger  this will be inside him too  get some professional help so that you can be happy and have a happy child,1,1,T,F,0.6992247104644775
1130,i got married in  i have a two year old son his mom and i decided to separate due to my infidelities weve tried to reconcile our differences but it never works out since weve been separated ive dated someone and we are expecting a baby girl is this something i should mention to my wife the current woman whom im dating has been telling me for months to break up with her but its hard because i actually love her,relationshipdissolution,my answer is yes you should tell her because you have a child with her she is the mother of your son and this new baby would be his half sister i think telling her is mature and appropriate usually procrastinating just makes it worseanother thing to consider would you want her to tell you if she was pregnant with her boyfriends baby hope this helps take care,1,1,T,T,0.5962749123573303
2020,my boyfriend is in recovery from drug addiction we recently got into a fight and he has become very distant i dont know what to do to fix the relationship,relationships,my empathy goes out to you relationships are tough enough and im sure your partner being distant has been upsetting for you you are confused and want to mend the relationship with him but are finding it so hard to do relationships require both people to work consistently in order to keep them happier but if it is only you that is actively trying to repair the relationship it can be emotionally draining perhaps expressing you feel using i you statements can be beneficial do not accuse him or use you statements like you are so distant  or you dont even carestart out sharing your feelings by saying i feel sad when you dont return my phone calls or i feel confused about our relationship ever since you have been keeping to yourself he may have a valid point or might have been hurt by the argument and retreated as a result of it regardless of why use this time as a great opportunity to practice healthy communication if you think you are not ready for a conversation like that couples counseling can be excellent you will have a skilled facilitator guide the conversation and help you both communicate with one another,1,1,T,F,0.9781121611595154
3561,"i have a mother who is still running my life even though im almost  years old i want to move out and live my own life but it feels like as long as i do what my mom wants our relationship is okay its never okay if i dont do what she wants 

i dont know how to start making my own decisions and not worry about  whether its right in her eyes  would it help for me to talk to someone about this",family conflictrelationships,absolutely  having someone whos outside the situation and even more so with knowledge and experience in human behavior and relationship dynamics such as a counselor can do wonders in helping us feel less alone in frustrating situations like the one youre currently stuck in with your mother  a professional can also assist you in finding some assertiveness techniques communication strategies and coping skills to help you find your voice and stand your ground in a way that feels most authentic to youin a healthy parentchild dynamic there comes a normal developmental shift when as the child reaches each new stage of maturity and responsibility the parent backs off to provide a more supportive role instead of directive role  we call this redefining relationships  we also do it with our friendships and colleagues here and there over time as needed its absolutely vital sounds like your mom may have missed that memo like many parents she may feel your behavior and choices is a direct reflection of her  or that her role as your mother allows her greater latitude than it should  or like many other people in general that her way is the only way  regardless this is your life  and as far as we know its not a dress rehearsal  you certainly dont want to wake up some  years from now regretful or resentful that being said there are certainly ways to show her love and respect while doing what makes you happy i would encourage you to google therapists near you whose bios resonate with you and what youre looking for and start on a the journey towards a new chapter of freedom and hopefully a deeper more satisfying motherdaughter relationship for both of youwarmest regardstamara powell lmhc,1,1,T,F,0.6237474679946899
1648,we make love once per month is it normal,intimacy,to begin with whats normal for one couple isnt going to be normal for the next every couple has their own normal and thats important to keep in mind your sexual lives will ebb and flow what id be more curious about is the quality rather than the quantity of the sex you are having id also want you both to refocus on building up your little daily moments of connection i wrote a post about exactly that a while back and you can find it here,1,1,T,F,0.5679518580436707
2079,i had to go to the emergency room today to get an xray of my spine my boyfriend didnt want to sit there and wait with me instead he wanted to go do things for his friends while i waited when i was done he was twenty minutes late in picking me up he doesnt understand why im mad and we keep bickering at each other over the smallest things he thinks i dont have a reason to be mad but i believe that i do,relationships,it is extremely frustrating when our significant other doesnt understand our points of view often times arguments are not the best opportunities to try and make a point as strong emotions can get in the way of understanding others perspectives try having a discussion with him about what is bothering you during a time when neither if you are upset or arguing communicate how you feel without placing blame and without yelling addionally give him ideas of what he can do differently so that he understands what your expectations are lastly consider seeing a couples therapist who can assist with teaching more effective communication techniques best of luck,1,1,T,F,0.9165661334991455
930,when my son was a teenager we sent him to live with his dad because of the constant disrespectful attitude a week after he graduated his dad made him leave because of the same issues all four parents tried to talk to him and he just refuses help all around he is now living with his grandparents he had a job and took steps to get his license and an insured vehicle i thought he was heading down the right road and then he tells me he quit his job because he didnt like it i just dont know what to do,parenting,probably the best way to be supportive of your son is to tell him what bothers you about the way hes handling himselfif youd like him to work with your suggestions then before you make critical comments be sure to validate his strong points and to recognize his natural talentspeople are much more likely to take advice if the person feels the criticism is spoken by someone who respects them and isnt only critical of themoffer your availability to talk with him if you genuinely feel available to speak with him in a nonjudgmental way,1,1,T,F,0.9501736760139465
771,ive been experiencing a lot of anxiety and panic attacks lately i was recently diagnosed by my psychiatrist with obsessivecompulsive disorder lately ive been questioning everything from my career to my relationship my boyfriend and i just moved in a few months ago all of a sudden i dont feel as comfortable around him as i used to although i cant seem to find a reason as to why i feel this way,anxiety,how is your boyfriend responding to your discomfort around himhas he told you that hes noticed changes in youthe good news about a relationship is that you can talk about matters with the other person  doing so can only help clarify feelings and what either of you expect from the relationship  given that the two of you recently moved in together it is natural for new dynamics feelings and expectations to arise  it just adds to the reasonableness of talking with each other about how living together feels to each of youpsychiatrists earn their living by diagnosing people and telling them to take pills  very often just being told the person has a condition makes them feel fragile and less capable than they actually areanxiety and panic attacks do mean that there is a great deal of emotion and situation needing to be addressedit is the normal sign of having to address many or deep matters   be patient and give yourself time to learn the details of your relationship and whatever the career particulars are that are bothering you   youre apparently selfaware since youre the one describing your own problematic situations  keep the label of being disordered aside  psychiatry labels do more good for psychiatrists than they do for people who are trying to live their lives,1,1,T,F,0.724075198173523
973,just wondering if this is a deviant act and if i should be concerned for him he isnt quite ,parenting,well its certainly unusual and potentially could be cause for alarm its a passive aggressive act if done intentionally so i would wonder if this child is trying to say somethingi think without any context however or sense of whether there are other signs of disturbance its impossible to say whats going on if there are other signs of distress or very unusual behaviours you might bring the child to someone who can assess him properly,1,1,T,T,0.6095679402351379
798,whenever i leave my girlfriend i get panic attacks im taking medications to control them but im thinking of moving in with her since i get so anxious,anxiety,im sorry to hear that you are currently experiencing panic attacks i hope that the medication you have been prescribed has provided you with some relief unfortunately i dont feel that moving in with your girlfriend would alleviate your anxiety although you may feel very anxious about leaving her your body is reacting to this stressful event in your life in an unhealthy manner you may be able to render this particular situation but its likely that you may experience another panic attack when an additional stressful event arises therefore it is essential that you address the reason for why you are experiencing panic attacks in the first place followed by practicing coping mechanisms in the case that one would arise in the futuretalk therapy has shown to be effective with those affected by anxiety along with breathing exercises and yoga a trained therapist will be able to assist you in finding the right stress reducing method so that you can reduce the chance of another attack occurringi wish you the best of luck it sounds like you are very happy in your relationship and i hope you are able to reduce your anxiety so that you are able to enjoy one another,1,1,T,F,0.8203747868537903
1119,my wife just last week said she wants a divorce and its all sudden i understand that marriages have their ups and downs but i dont understand why she cant tell me why she wants a divorce should i fight for my family daughter and wife,relationshipdissolution,chances are if you really think about it there were signs that something wasnt quite right in your marriage you may have passed these things off as being the normal ups and downs of a marriage but whatever it was or wasnt its obviously bothering your wife i would say yes keep trying to fight for your family at least until you know what the problems are from your wifes perspective and if theyre repairable ask your wife if shes willing to try to work on the marriage and then see a marriage counselor just be sure youre open to hearing whats said and try not to get defensive if she blames you for some thingseven if your wife is adamant about getting a divorce that doesnt mean youre divorcing your daughter and you should make sure she knows that continue to be a part of her life and although it may be difficult if a divorce does happen try to be as amicable as possible with your wife so your daughter isnt further impacted by this new family dynamic,1,1,T,F,0.6221343874931335
1676,my wife is trying to leave she agreed to come back and give me a little time even said she hopes i can do it we buried our first born in jan  years ago she never got past it so every year around this time she gets emotional and says she doesnt think she loves me but then we go back to normal this time another guy came in and showed her attention ill forgive the cheating if shell come home,griefandloss,im sorry that you lost your first born child  death of a child always leaves a permanent reminder to the parents of a very painful time in their livesthe good news is your awareness that you and your wife are not connected in a satisfying waythere are many possible areas to examine in your relationship as partners and as parentsif what you write here are your observations and theories about your wifes outlook and conclusions then the first step is to directly have conversations together on the topics you write herewhat needs clarifying is what her reasons are for wanting to leave the marriageoften a crisis such as a childs death motivates someone to look deeply into other intimate relationships  keep in mind that looking deeply doesnt necessarily mean leaving the marriagealso be aware of your own frustrations and marital discontent  be ready to talk about your feelings and uncertaintiesthere is no such thing as one happy partner in a marriage and one unhappy partner   each person is part of a system and can only be as satisfied as their partnerthe conversations that open relationship hurts and disappointments hold a lot of emotion  they are difficult to keep on trackbest recommendation is to find a couples therapist who will be neutral to each of you as individuals and help both of you examine the true health of the relationship,1,1,T,F,0.8396830558776855
3000,"i need answers to my anger possessiveness and urges
i am angry all the time i push people away so much that i actually blow up on people now because they ask me how my day is or was i have a possessiveness to someone who is not even mine i have these urges to hurt someone really bad i want to see them beg for me to stop hurting i want to hear their agonizing painedfilled voices what is wrong with me",anger managementsocial relationshipsrelationships,what result are you hoping to get from the behaviors you describemaybe start by comparing the results you see yourself receiving from your current interactions with how you would wish to feel from relating to otherssince you ask what is wrong with me there is a disconnect between what you are doing and what youd like in returnthis is true even with imagining doing harm to otherswhat are you really trying to accomplish for yourself by hurting othersbesides the unethicalness and criminality of this and legal consequences of arrest for such behaviors what gain which is not evil do you expect from overpowering and imagining you control another human being,1,1,T,T,0.6690554618835449
911,i have four children one of them is in her s and she cannot afford to go nor can i pay for her she went last year for two weeks by herself,parenting,i imagine you are trying to figure out a way to be fair to your adult kids  the key word is adult  if your daughter can afford to join the family for a vacation thats great shes welcome to come  however as you pointed out she took a vacation by herself last year  she chose to put her resources time off work and money into doing that  good for her  she did what she wanted  if she wants to budget time and money for a family vacation she willas for feeling guilty let me echo the sentiments already offered  vacations are lovely but not a survival need  your girl is in her s and its her turn to provide for herself  you did your parenting  now go enjoy your vacation with whoever can and wants to join you,1,1,T,T,0.8496645092964172
1649,when having sex i think of other men and want other men all day long been married  years together  what do you think,intimacy,sustaining passion in marriage is tough stuff its a relatively modern dilemma you are facing with perhaps unrealistic expectations of what marriage should be it sounds like your definitions of love and sexual passion have merged together thats both common and confusing intimacy and sexuality within your marriage are bound to ebb and flow resparking your passion will involve growing using your sexual drama and fantasies as windows into discovering your needs security and wants desires marriage is a people growing process you mature into one another and to achieve fulfillment your continued development will be required,1,1,T,T,0.737824022769928
